id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
7B43EA5B-298C-4BAB-B22D-860B852B40A5,lake,Lake Mead,Lake Mead National Recreation Area,National Recreation Area,"Swim, boat, hike, cycle, camp and fish at America’s first and largest national recreation area. With striking landscapes and brilliant blue waters, this year-round playground spreads across 1.5 million acres of mountains, canyons, valleys and two vast lakes. See the Hoover Dam from the waters of Lake Mead or Lake Mohave, or find solitude in one of the park's nine wilderness areas.",Lake Mead Visitor Center,Boulder City,NV,89005,"lat:35.96622528, long:-114.3469067",https://www.nps.gov/lake/index.htm
AC3B46AA-B4C2-4555-A82A-D4CF790DF81D,lamr,Lake Meredith,Lake Meredith National Recreation Area,National Recreation Area,"Within the dry, windswept plains of the Texas Panhandle lies a hidden oasis, a welcoming haven where wildlife and humans find respite from the dry grasslands above. Through this plain, the Canadian River has cut dramatic 200-foot canyons, or breaks, where humans lived 13,000 years ago. Lake Meredith occupies these hidden coves and is a haven for migratory birds and other wildlife.",419 E. Broadway,Fritch,TX,79036,"lat:35.61926203, long:-101.6820066",https://www.nps.gov/lamr/index.htm
B548FF88-8155-4E56-8E77-FB140D06E1EC,laro,Lake Roosevelt,Lake Roosevelt National Recreation Area,National Recreation Area,"In 1941 the Grand Coulee Dam was built on the Columbia River as part of the Columbia River Basin project, creating a 130-mile long lake. Named for President Franklin D. Roosevelt, Lake Roosevelt National Recreation Area provides opportunities for boating, fishing, swimming, camping, canoeing, hunting and visiting historic Fort Spokane and St. Paul's Mission.",Lake Roosevelt National Recreation Area,Coulee Dam,WA,99116,"lat:48.17148735, long:-118.3513713",https://www.nps.gov/laro/index.htm
9AA4A53C-0331-43CC-99F5-379BC929FFB2,lavo,Lassen Volcanic,Lassen Volcanic National Park,National Park,"Lassen Volcanic National Park is home to steaming fumaroles, meadows freckled with wildflowers, clear mountain lakes, and numerous volcanoes. Jagged peaks tell the story of its eruptive past while hot water continues to shape the land.",38050 Highway 36 East,Mineral,CA,96063,"lat:40.49354575, long:-121.4075993",https://www.nps.gov/lavo/index.htm
10AEFADA-AFA0-4998-A9E5-3F504F351AAB,labe,Lava Beds,Lava Beds National Monument,National Monument,"Lava Beds National Monument is a land of turmoil, both geological and historical. Over the last half-million years, volcanic eruptions on the Medicine Lake shield volcano have created a rugged landscape dotted with diverse volcanic features. More than 800 caves, Native American rock art sites, historic battlefields and campsites, and a high desert wilderness experience await you!",1 Indian Well HQ,Tulelake,CA,96134,"lat:41.75915823, long:-121.5172189",https://www.nps.gov/labe/index.htm
5D443C5F-19A0-4A06-9CE4-30534A3DD81A,lecl,Lewis & Clark,Lewis & Clark National Historic Trail,National Historic Trail,"The Lewis and Clark National Historic Trail is approximately 4,900 miles long, extending from Pittsburgh, Pennsylvania, to the mouth of the Columbia River, near present day Astoria, Oregon. It follows the historic outbound and inbound routes of the Lewis and Clark Expedition as well as the preparatory section from Pittsburgh, Pennsylvania to Wood River, Illinois.",601 Riverfront Dr.,Omaha,NE,68102,"lat:41.2646141052246, long:-95.9245147705078",https://www.nps.gov/lecl/index.htm
2666104A-6685-4F93-9412-8091007BEF6C,lewi,Lewis and Clark,Lewis and Clark National Historical Park,National Historical Park,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,Lewis and Clark National Historical Park,Astoria,OR,97103,"lat:46.21178735, long:-123.9638583",https://www.nps.gov/lewi/index.htm
E9A0608F-46D6-4072-939F-C81E27AAB236,libo,Lincoln Boyhood,Lincoln Boyhood National Memorial,National Memorial,Abraham Lincoln grew from youth to manhood on this southern Indiana soil. Many character and moral traits of one of the world's most respected leaders was formed and nurtured here. Explore Lincoln's boyhood and learn about the boy who would one day become the leader of our nation.,3027 East South Street,Lincoln City,IN,47552,"lat:38.11817004, long:-86.99656861",https://www.nps.gov/libo/index.htm
FF52F034-53E3-4F36-AA31-4BEBCC5F007A,liho,Lincoln Home,Lincoln Home National Historic Site,National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",426 S. 7th Street,Springfield,IL,62701,"lat:39.79715642, long:-89.64513397",https://www.nps.gov/liho/index.htm
1EAEF5FA-8CD4-40D7-8B09-07F20E3E5AA5,linc,Lincoln Memorial,Lincoln Memorial,,"""In this temple, as in the hearts of the people for whom he saved the Union, the memory of Abraham Lincoln is enshrined forever."" Beneath these words, the 16th President of the United States sits immortalized in marble as an enduring symbol of unity, strength, and wisdom.","2 Lincoln Memorial Circle, NW",Washington,DC,20002,"lat:38.88927229, long:-77.05017778",https://www.nps.gov/linc/index.htm
415AA3E1-CE8A-4A24-BD69-451C87107AA4,libi,Little Bighorn Battlefield,Little Bighorn Battlefield National Monument,National Monument,"This area memorializes the US Army's 7th Cavalry and the Lakotas and Cheyennes in one of the Indian's last armed efforts to preserve their way of life. Here on June 25 and 26 of 1876, 263 soldiers, including Lt. Col. George A. Custer and attached personnel of the US Army, died fighting several thousand Lakota and Cheyenne warriors.",756 Battlefield Tour Road,Crow Agency,MT,59022,"lat:45.55633048, long:-107.4183614",https://www.nps.gov/libi/index.htm
C03CF86E-BFB5-470E-AFF3-C1798A61FFE5,liri,Little River Canyon,Little River Canyon National Preserve,National Preserve,"Little River is unique because it flows for most of its length atop Lookout Mountain in northeast Alabama. Forested uplands, waterfalls, canyon rims and bluffs, pools, boulders, and sandstone cliffs offer settings for a variety of recreational activities. Natural resources and cultural heritage come together to tell the story of the Preserve, a special place in the Southern Appalachians.",472 Alabama Highway 35,Fort Payne,AL,35967,"lat:34.41461863, long:-85.61734327",https://www.nps.gov/liri/index.htm
5C51E54A-BCDA-4186-96C3-1B896C3CDFCB,chsc,Little Rock Central High School,Little Rock Central High School National Historic Site,National Historic Site,"Little Rock Central High School, the only operating high school in the nation to be designated a National Historic Site, is a place important beyond its past. Come and learn how the sacrifice and struggle endured by nine African-Americans teenagers over a half century ago have provided opportunities and opened doors to those seeking equality – and education - around the world.",Little Rock Central High School NHS,Little Rock,AR,72202-5212,"lat:34.7369465, long:-92.29987899",https://www.nps.gov/chsc/index.htm
CE9470A1-A8D7-49DE-A555-1A32FBBAB0FF,long,Longfellow House Washington's Headquarters,Longfellow House Washington's Headquarters National Historic Site,National Historic Site,"Longfellow House-Washington's Headquarters National Historic Site preserves the home of Henry W. Longfellow, one of the world’s foremost 19th century poets. The house also served as headquarters for General George Washington during the Siege of Boston, July 1775 - April 1776. In addition to its rich history, the site offers unique opportunities to explore 19th century literature and arts.",105 Brattle Street,Cambridge,MA,02138,"lat:42.37698854, long:-71.12636956",https://www.nps.gov/long/index.htm
FA6450A4-D2F1-4B35-9817-EA01918597A6,lowe,Lowell,Lowell National Historical Park,National Historical Park,"Discover the Continuing Revolution. Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living monument to the dynamic human story of the Industrial Revolution.",115 John Street,Lowell,MA,01852,"lat:42.6455371, long:-71.31588673",https://www.nps.gov/lowe/index.htm
64FF65B7-0847-4495-9464-667CAFBF4D16,lode,Lower Delaware,Lower Delaware National Wild and Scenic River,National Wild and Scenic River,"The largest free-flowing river in the eastern United States, the Delaware River runs past forests, farmlands, and villages, and it also links some of the most densely populated regions in America. In 2000, the National Wild and Scenic River System incorporated key segments of the lower Delaware River to form this unit of the National Park System.",NPS Wild & Scenic Rivers,Philadelphia,PA,19106,"lat:40.4000389, long:-74.983737",https://www.nps.gov/lode/index.htm
3725FD28-4693-481E-888C-855484E73800,loea,Lower East Side Tenement Museum,Lower East Side Tenement Museum National Historic Site,National Historic Site,"The heart of the museum is a historic tenement, home to an estimated 7,000 people from over 20 nations between 1863 and 1935. The tenement’s cramped living spaces, the lives of past residents and the history of the Lower East Side, contribute to its representation of the immigrant experience. Throughout the year, programs such as walking tours and readings are offered.",103 Orchard Street,New York,NY,10002,"lat:40.71861134, long:-73.99001777",https://www.nps.gov/loea/index.htm
ECDFABE2-6448-46EA-886E-FE79ACBBF16E,lyjo,Lyndon B Johnson,Lyndon B Johnson National Historical Park,National Historical Park,"---Lyndon Baines Johnson Lyndon B. Johnson National Historical Park tells the story of our 36th President beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",100 Ladybird Lane,Johnson City,TX,78636,"lat:30.2519655, long:-98.60692433",https://www.nps.gov/lyjo/index.htm
70090004-4DA3-4E20-8F70-9DE064C2AA69,mawa,Maggie L Walker,Maggie L Walker National Historic Site,National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",600 N. 2nd Street,Richmond,VA,23219,"lat:37.54781499, long:-77.43746979",https://www.nps.gov/mawa/index.htm
A609887A-BB48-47AA-A6F6-4C7F77346FC6,maac,Maine Acadian Culture,Maine Acadian Culture,,"Maine Acadians share beliefs and experiences tying them to a common religion, languages, and history. The St. John River, land, and family are essential to their culture. The National Park Service supports the Maine Acadian Heritage Council, an association of historical societies, cultural clubs, towns, and museums that work together to support Maine Acadian culture in the St. John Valley.",PO Box 88,Madawaska,ME,04756,"lat:47.2831115723, long:-68.4110870361",https://www.nps.gov/maac/index.htm
